,SITE_ID,SITE_NAME,Biome,koeppen_climate,LOCATION_LAT,LOCATION_LONG,LOCATION_ELEV,GrowSeas_length_days,MeanPrec_Annual_mmday,MeanPrec_GrowSeas_mmday,MeanAnnualTemp_degC,AridityIndex_annual,AridityIndex_GrowSeas,RainFreq_annual_perday,RainFreq_GrowSeas_perday,Dmax_annual_days,Dmean_annual_days,Dmax_GrowSeas_days,Dmean_GrowSeas_days,GPP_model_R2,N_drydowns_used,Total_drydown_days_used,Tau_days,Tau_95ci_low_days,Tau_95ci_high_days,ET_norm_predict_R2,g_norm_predict_R2,soil_mois_model_cor,a_slope_relative_standard_error,Water_limited_fraction_of_drydowns,N_years_of_data
40,FI-Sod,Sodankyla,Evergreen needleleaf forest,Dfc - Snow fully humid cool summer,67.36239,26.63859,180.0,64,1.4486420887932723,2.3122395604395605,0.7052403676902014,0.9544611782557958,1.5469244940038847,0.6534324271464893,0.6351648351648351,11.285714285714286,2.8857813416780753,7.285714285714286,2.8373626373626375,0.2841048282454318,14,69,16.11372084995169,11.574835346746962,26.508669022537322,0.6741638915465951,0.8690307054124213,0.2379454036115331,0.19606695763842358,0.7777777777777778,10
41,FR-LBr,Le Bray,Evergreen needleleaf forest,Cfb - Warm temperate fully humid with warm summer,44.71711,-0.7693,61.0,94,2.5189180880185305,1.6947538461538463,13.370095388502843,1.2171362847733531,3.285045604793748,0.5500105285323226,0.4340080971659919,16.23076923076923,4.215413771320278,11.375,5.268421052631579,0.7386284689283092,24,146,24.22011027301687,18.853427125656978,33.857844765386915,0.7301021193035337,0.7479716461996109,0.7794835470521598,0.14232646169821714,0.6666666666666666,8
42,IT-Col,Collelongo,Deciduous broadleaf forest,Cfa - Warm temperate fully humid with hot summer,41.84936,13.58814,1560.0,117,3.2267548991354467,1.923186440677966,7.235493948126801,1.0685676411263902,2.906268490527672,0.5629682997118156,0.4232827832292596,18.57894736842105,4.459365994236311,17.0,7.007822685788789,0.5418984843318093,27,208,17.339594497486875,13.458291819660289,24.36687766120538,0.7411631730897404,0.7896216714351485,0.2802052169556787,0.1441974483030847,0.45,12
43,IT-Cpz,Castelporziano,Evergreen broadleaf forest,"Csa - Warm temperate with dry, hot summer",41.70525,12.37611,68.0,197,2.2338675231676497,1.6052051282051285,15.121161331086775,1.870872476044125,3.43804773632944,0.4696714406065712,0.40714840714840717,18.923076923076923,5.556444818871103,16.0,5.040404040404041,0.22862627192730678,31,217,18.03026575687506,14.052674870292671,25.148521135506062,0.7360245691110876,0.7812523321435736,0.6197180002710836,0.14152433338477818,0.5344827586206896,8
44,IT-Isp,Ispra ABC-IS,Deciduous broadleaf forest,Cfb - Warm temperate fully humid with warm summer,45.81264,8.63358,210.0,141,5.482364383561643,4.85806338028169,13.366939726027397,0.5671354830834473,1.1368739530501877,0.6904109589041096,0.6795774647887324,8.5,2.1315068493150684,5.5,2.091549295774648,0.0529608206182528,4,14,8.475506723269287,5.034233389792447,26.78515306929897,0.8517717424742801,0.6735128838262987,-0.15389876730076485,0.34178722627902625,1.0,2
45,IT-MBo,Monte Bondone,Grassland,Dfb - Snow fully humid warm summer,46.01468,11.04583,1550.0,102,2.666605276256844,3.06427360988526,5.206991538078647,0.6968099784753946,1.4519975302293786,0.420358387257342,0.48278905560458957,23.0,6.4863115978098556,10.181818181818182,4.000882612533098,0.2596401437039577,20,91,23.28959523878835,18.073446392997766,32.73808119609776,0.7318422635472809,0.8774176285396562,0.4237845550395821,0.14430421106102623,0.7407407407407407,11
46,IT-Noe,Arca di Noe - Le Prigionette,Shrubland, -,40.60618,8.15169,25.0,239,1.562369586859134,1.055032196969697,16.42364111498258,2.447570279523848,4.878244626086835,0.3198108511697362,0.23522727272727273,46.36363636363637,14.037829766052763,46.36363636363637,19.00757575757576,0.6910114716518571,80,1023,60.92454003416454,56.248217352441934,66.44892129365388,0.5898169200186668,0.7830642799020503,0.686063842373483,0.04156863009916868,0.8,11
47,IT-SR2,San Rossore 2,Evergreen needleleaf forest,"Csa - Warm temperate with dry, hot summer",43.73202,10.29091,4.0,169,3.640164383561644,2.0425823529411766,15.466365753424657,0.9505739475853766,2.8619603401955045,0.40136986301369865,0.2735294117647059,17.0,5.904109589041096,17.0,7.711764705882353,0.3933139891152423,13,106,24.347231706666083,17.16074627669374,41.889486577374676,0.9029422250556097,0.7101456878774601,-0.27547067524312235,0.20938732250043265,0.8125,2
48,IT-SRo,San Rossore,Evergreen needleleaf forest,"Csa - Warm temperate with dry, hot summer",43.72786,10.28444,6.0,163,2.4033116933906924,1.573435975609756,15.213628079780994,1.5348320160251143,4.0138259344394704,0.4084865076261244,0.28702090592334495,23.5,7.177942901838091,21.5,9.447154471544714,0.38379474231191135,56,494,16.6288627879895,14.504478888052066,19.48232137736124,0.6897256632061284,0.6856029410447078,0.6267000909675213,0.07323199669335864,0.6511627906976745,11
49,IT-Tor,Torgnon,Grassland,Dfc - Snow fully humid cool summer,45.84444,7.57806,2160.0,91,2.102049667579194,2.4585714285714286,2.941263590144701,0.8938586542710627,1.9130413612554678,0.6229956980836918,0.5590062111801242,15.428571428571429,3.5803676183026987,8.428571428571429,3.4720496894409933,0.5655826614413744,11,47,19.83241746629677,12.739357545331071,44.746535499857025,0.7538435362271125,0.8970850647997877,0.895187073349069,0.2783915866921123,0.5789473684210527,5
50,NL-Loo,Loobos,Evergreen needleleaf forest,Cfb - Warm temperate fully humid with warm summer,52.16658,5.74356,25.0,132,2.268678386167147,2.3906917293233083,9.989276224783863,1.1941392344535489,1.9848852794094916,0.5697406340057637,0.5227542540561931,18.42105263157895,4.338904899135446,13.0,4.516648764769066,0.004112662035027914,47,236,12.102227593633081,10.11532878045673,15.060474357076005,0.10672854322566372,0.7337246154256356,0.08101270477909833,0.09821227052031807,0.734375,13
51,RU-Ha1,Hakasia steppe,Grassland,Dfc - Snow fully humid cool summer,54.72517,90.00215,446.0,66,1.050206204379562,2.8361890547263684,2.0393083941605834,2.3025365654143353,1.4953662920599977,0.48175182481751827,0.5771144278606966,30.666666666666668,7.848540145985401,7.0,2.860696517412935,0.6908894578724886,5,19,10.238746771216846,6.8233191522103125,20.500135129887042,0.9119392087877384,0.8918459014967761,0.9888333378156131,0.2502761151000944,0.8333333333333334,3
52,SD-Dem,Demokeya,Savanna,BWh - Arid desert hot,13.2829,30.4783,500.0,47,0.7802196056955093,2.0373541666666664,27.361537239868564,3.6863144729803867,2.0380455185626136,0.11391018619934283,0.2916666666666667,167.2,101.08871851040526,11.25,5.906249999999999,0.38650933365101703,11,61,9.795484661437412,8.560406823823245,11.447039975445465,0.848997397134277,0.9184489864560629,0.12303913826639104,0.07213896856963604,0.9166666666666666,3
53,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,Grassland,Cfa - Warm temperate fully humid with hot summer,36.4267,-99.42,611.0,142,1.3923613963039014,1.6135384615384614,15.264984257357973,1.8346440661038184,2.612806374674597,0.21149897330595482,0.21328671328671328,28.25,11.232717316906228,20.75,9.660839160839162,0.5757925369186092,33,231,15.809147672274792,13.20112455120792,19.701362140866376,-0.23059091693451395,0.17694273851835585,0.7173022086923135,0.09878033916543247,0.9166666666666666,4
54,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,Grassland,Cfa - Warm temperate fully humid with hot summer,36.6358,-99.5975,646.0,98,1.1277556468172485,1.4775555555555557,15.143876796714578,2.2229672298767853,2.746654963917433,0.25667351129363447,0.26515151515151514,25.5,8.742642026009582,18.5,8.141414141414142,0.652861144580037,21,155,17.811609483011868,15.489546485221839,20.952656088543222,0.03955145208965671,0.21610851098235173,0.2024336536335992,0.07495580971352027,0.84,4
55,US-ARb,ARM Southern Great Plains burn site- Lamont,Grassland,Cfa - Warm temperate fully humid with hot summer,35.5497,-98.0402,424.0,170,1.9469356164383564,2.56812865497076,16.056134246575343,1.7222379997004145,1.7627960569384375,0.2684931506849315,0.28362573099415206,24.5,9.832876712328767,22.0,9.105263157894736,0.6029553785634343,14,93,23.59682330511743,20.514211739613454,27.76969554306301,0.9476261426125748,0.9463556949105802,0.6891559976486825,0.07513356117777063,0.5833333333333334,2
56,US-ARc,ARM Southern Great Plains control site- Lamont,Grassland,Cfa - Warm temperate fully humid with hot summer,35.54649,-98.04,424.0,177,2.089816438356164,2.731741573033708,15.667627397260274,1.7064564754072102,1.7400192139112007,0.27808219178082194,0.27808988764044945,20.5,8.70958904109589,20.5,8.404494382022472,0.6316746143240273,15,108,18.666577967723967,16.0485659194055,22.30524592508811,0.9631495652430764,0.9399546582622175,0.5532219425911855,0.0815652956614907,0.6,2
57,US-Blo,Blodgett Forest,Evergreen needleleaf forest,"Csb - Warm temperate with dry, warm summer",38.8953,-120.6328,1315.0,201,3.764741349265621,1.6302083708370838,11.111930296240974,1.1016923897609794,3.083801025638261,0.27383619616629323,0.13456345634563457,84.9090909090909,30.73412994772218,91.57142857142857,56.05374823196605,0.7197301871851486,27,910,122.64403456925984,115.19856018773493,131.11843704785372,0.8331319987451189,0.8670125568611984,0.5015681716109669,0.032315830898369334,0.75,7
58,US-Cop,Corral Pocket,Grassland,BSk - Arid Steppe cold,38.09,-109.39,1520.0,168,0.5558943661971831,0.5003550295857989,13.616127934272303,5.102256450772586,8.334420737861894,0.2777777777777778,0.2781065088757396,30.857142857142858,11.748826291079812,36.6,17.198816568047338,0.5154508715239485,39,421,25.2317149039283,22.724795781365497,28.360325769212736,-0.10387245876970708,0.6427008309714988,0.6419919340764633,0.05515823215050619,0.8666666666666667,5
59,US-GLE,GLEES,Evergreen needleleaf forest,Dfb - Snow fully humid warm summer,41.36653,-106.2399,3197.0,71,3.883766799402688,2.0398232323232324,0.013968889995022472,0.8411522399549699,2.5319667267364103,0.566948730711797,0.44823232323232326,13.090909090909092,3.6147336983573917,8.9,4.088888888888889,0.35314762727874327,30,142,14.793574555370409,10.780541563608793,23.56594656295879,0.8199253571011899,0.8005963291397782,0.24846403322042981,0.18612390518989147,0.6818181818181818,10
60,US-Goo,Goodwin Creek,Grassland,Cfa - Warm temperate fully humid with hot summer,34.2547,-89.8735,87.0,154,3.910372946330778,3.6821729032258066,16.15129518072289,0.8180633755424728,1.3549406731467055,0.4069003285870756,0.42838709677419357,17.4,5.682365826944141,11.2,5.129032258064515,0.5602104092243615,28,162,22.72277566801532,18.086921737683266,30.55408470587868,0.7689067060839966,0.8875049797495617,0.33370767821770353,0.12815486232445694,0.7,5
61,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),Grassland,Dfa - Snow with fully humid hot summer,41.84062,-88.24103,226.5,103,2.66012559890486,3.474784855769231,9.394090349075976,1.1306962993827432,1.5311704589503876,0.3932238193018481,0.4098557692307692,19.25,5.806981519507187,11.285714285714286,5.728021978021977,0.2735964878330741,36,210,30.752072203033944,26.210705374497042,37.19695931001334,0.8008840991821611,0.9058778282321256,0.4052147266006385,0.08663190791033887,0.9,7
62,US-KS2,Kennedy Space Center (scrub oak),Shrubland,Cfa - Warm temperate fully humid with hot summer,28.6086,-80.6715,3.0,252,3.1386947296372347,3.8613982213438733,21.794021218343598,1.4425908064662012,1.3854431078577218,0.3942505133470226,0.4090909090909091,16.5,5.785763175906913,16.5,5.573122529644269,0.4671556835600561,39,240,26.833893947422464,22.846773251304274,32.50684967140203,0.7432872092197046,0.8110519079251992,0.17963866059683864,0.08725785151937321,0.7647058823529411,4
63,US-Me1,Metolius - Eyerly burn,Evergreen needleleaf forest,"Csb - Warm temperate with dry, warm summer",44.5794,-121.5,896.0,158,0.4680328317373461,0.39008176100628933,9.129950752393981,4.965692394773958,10.678395887270119,0.478796169630643,0.41823899371069184,22.5,6.570451436388509,22.5,7.962264150943396,0.482672427751767,6,46,15.840231262058198,12.746055698149107,20.918252934111276,0.495518791874596,0.6327170304023169,0.8726749714011908,0.12137776725541874,0.8571428571428571,1
64,US-Me2,Metolius mature ponderosa pine,Evergreen needleleaf forest,"Csb - Warm temperate with dry, warm summer",44.4523,-121.5574,1253.0,202,1.330781592249368,0.9824789693065554,7.46426748104465,2.567040878747885,4.876392993570038,0.30518112889637744,0.22053808260704813,38.15384615384615,11.926705981465881,37.61538461538461,16.230011367942403,0.7405982865923726,83,1076,31.76543197824347,27.98362468558592,36.72913947009655,0.42024954220037825,0.768950409722663,0.6745837367259772,0.06757179127344294,0.680327868852459,13
65,US-Me3,Metolius-second young aged pine,Evergreen needleleaf forest,"Csb - Warm temperate with dry, warm summer",44.3154,-121.6078,1005.0,224,1.025975821167883,0.6740251851851852,8.122768704379562,3.222323670800753,6.228745430963281,0.3895985401459854,0.28888888888888886,34.666666666666664,10.297445255474452,34.666666666666664,13.828148148148147,0.7385631004255926,44,530,25.080849943379473,22.965272168874318,27.625754808759293,0.1352032051404648,0.5172708132238216,0.7052270946077274,0.04606036799712908,0.7096774193548387,6
66,US-Me5,Metolius-first young aged pine,Evergreen needleleaf forest,"Csb - Warm temperate with dry, warm summer",44.43719,-121.56676,1188.0,215,1.1015510948905107,0.4305555555555556,7.675649635036495,2.907606639391267,11.038543853812184,0.3886861313868613,0.23919753086419754,33.666666666666664,9.27007299270073,26.5,11.74537037037037,0.8032023286908557,18,199,37.61582756097261,30.809475740021362,48.28221237319303,0.6534415908550891,0.8128695115768872,0.6067539114255751,0.11045874130389424,0.72,2
67,US-Me6,Metolius Young Pine Burn,Evergreen needleleaf forest,"Csb - Warm temperate with dry, warm summer",44.3232842,-121.6078,998.0,198,1.1176418400876234,0.7021728643216081,7.684846111719606,3.2613511698098594,7.003291511132372,0.384446878422782,0.30251256281407035,31.6,8.75684556407448,31.6,12.055276381909547,0.776004717930526,35,386,24.986736468747058,21.444161456933628,29.931403720016267,0.2926172617279367,0.48817223479708693,0.687758423780763,0.08259998925413782,0.7142857142857143,5
68,US-NR1,Niwot Ridge Forest (LTER NWT1),Evergreen needleleaf forest,Dfc - Snow fully humid cool summer,40.0329,-105.5464,3050.0,101,1.9749904976646804,2.137017877739331,2.2811559027218555,1.7718741112281347,2.4541058908023827,0.45498469962957,0.45098039215686275,15.176470588235293,4.844419391206314,10.785714285714286,4.606442577030812,0.5166279142359842,48,263,16.901909936753206,14.098835921548767,21.09616482135987,0.5848748965327457,0.854654715407026,0.726984630754407,0.09940799477353301,0.676056338028169,14
69,US-Oho,Oak Openings,Deciduous broadleaf forest,Dfa - Snow with fully humid hot summer,41.5545,-83.8438,230.0,109,2.284186422118807,2.832653636363636,10.5145116342732,1.3888012731859773,1.8807617345094436,0.37120175198467015,0.33454545454545453,17.8,5.766493293183685,12.3,5.849090909090909,0.4625175231106019,46,256,13.829111436587574,10.934849905497876,18.806989096319665,0.8905723384413627,0.8015994161038386,0.39733298321786337,0.13234116408102273,0.647887323943662,10
70,US-SRC,Santa Rita Creosote,Mixed forest,BSk - Arid Steppe cold,31.9083,-110.8395,950.0,77,0.8693543214704732,1.913842490842491,19.688449745795854,3.9650816429175206,2.225774614966491,0.16542823621431366,0.33516483516483514,69.57142857142857,28.712944857254595,17.166666666666668,8.235042735042734,0.6902518054221325,21,147,7.133547693114797,6.417640039422203,8.029233608550573,0.5692373384642854,0.764388478125184,0.7880009229108855,0.05577655098252044,0.9130434782608695,5
71,US-SRG,Santa Rita Grassland,Grassland,BSk - Arid Steppe cold,31.789379,-110.827675,1291.0,58,1.0611912397340633,2.552588377723971,18.765383261634728,2.883393955738886,1.7557741295055007,0.17285881892843175,0.3898305084745763,63.0,26.122409073132577,10.571428571428571,5.169491525423729,0.8140317212776557,24,135,10.79969478132131,9.7606396329895,12.086327787363274,0.569064552234765,0.7198005576779996,0.828433126135222,0.053226795958123456,0.96,7
72,US-SRM,Santa Rita Mesquite,Savanna,BSk - Arid Steppe cold,31.8214,-110.8661,1120.0,65,0.9121612742658038,1.9025537190082644,19.01263987058238,3.878232868842788,2.3854157836033782,0.1607765057242409,0.3071625344352617,67.36363636363636,28.244897959183675,15.909090909090908,7.972451790633608,0.7856238037336917,40,320,14.0413074486873,12.89744279324793,15.407815172411475,0.2784492776405729,0.5849300727179179,0.8094764875253592,0.04434462993075681,0.9302325581395349,11
73,US-Syv,Sylvania Wilderness Area,Mixed forest,Dfb - Snow fully humid warm summer,46.242,-89.3477,540.0,92,1.8220752982593391,2.346815668202765,4.409666145120282,1.4594172810769197,2.0318615515508327,0.5429297868179151,0.4869431643625192,22.357142857142858,7.5824369254840605,9.4,4.210752688172044,0.30354534022813595,19,93,6.119905313406165,4.7392504858271325,8.635682047211683,0.8050925536713754,0.8362161739202711,0.6163893043817452,0.14566172770440405,0.48717948717948717,8
74,US-Ton,Tonzi Ranch,Savanna,"Csa - Warm temperate with dry, hot summer",38.4316,-120.96598,177.0,68,1.494191081556816,2.0031469979296066,16.401176804224527,2.477102511542801,2.2256618028749027,0.19362409544298845,0.2360248447204969,103.64285714285714,42.927635439076866,17.615384615384617,10.837235228539576,0.5244058833227028,30,247,23.67268915466148,18.56440022566695,32.65945607878689,0.8119737004129994,0.8693486083883755,0.38103366503178837,0.13758292395387647,0.5,12
75,US-UMB,Univ. of Mich. Biological Station,Deciduous broadleaf forest,Dfb - Snow fully humid warm summer,45.5598,-84.7138,234.0,105,1.6784020806716555,2.2754603773584905,7.160635699945246,1.6460411743983054,2.1232495974429053,0.3522540609600292,0.370440251572327,26.6,7.346778609235262,11.571428571428571,5.0687331536388145,0.3580796982190977,56,317,12.699201013691296,10.594551781388459,15.847336520523864,0.8057747520248174,0.7353448540839262,0.618378239902257,0.09932695954160566,0.6292134831460674,13
76,US-UMd,UMBS Disturbance,Deciduous broadleaf forest,Dfb - Snow fully humid warm summer,45.5625,-84.6975,239.0,104,1.9644267624914442,1.7394809523809525,7.138624572210815,1.430924380203632,2.820197358378904,0.6611909650924025,0.5321428571428571,11.75,2.8528405201916494,8.75,3.4214285714285717,0.49440070468417585,24,115,9.03881610479249,7.177730169057272,12.202844538911586,0.7714428462455587,0.7410176125692962,0.5746025928815438,0.12964306904139689,0.6857142857142857,7
77,US-Var,Vaira Ranch- Ione,Grassland,"Csa - Warm temperate with dry, hot summer",38.4133,-120.9507,129.0,69,1.5668278883007847,1.9694228571428574,15.830477276875342,2.365907514271758,2.5717673623820034,0.2100748311735718,0.24476190476190476,90.2,35.94433290746487,18.5,11.16326530612245,0.68399931831072,38,386,32.3779743592604,28.55096693319845,37.38974232781603,0.762959223098918,0.8432563211110932,0.6715596368742884,0.06702062727010466,0.6129032258064516,14
78,US-WCr,Willow Creek,Deciduous broadleaf forest,Dfb - Snow fully humid warm summer,45.8059,-90.0799,520.0,91,1.8977385352498288,2.7487710597826083,5.52845431211499,1.4266664760228656,1.6986035073452077,0.4156399726214921,0.4008152173913043,22.75,6.298425735797399,12.9,5.5804347826086955,0.07878670333863824,22,100,10.198449799368131,6.580164524211964,22.657060578398543,0.783232589663179,0.7733000607764812,0.1376448679918458,0.2749388151194813,0.5789473684210527,9
79,US-Whs,Walnut Gulch Lucky Hills Shrub,Shrubland,BSk - Arid Steppe cold,31.7438,-110.0522,1370.0,58,0.7879229979466118,2.0110127118644066,17.557379534565367,4.172945473215561,2.183063355754775,0.14681724845995894,0.2754237288135593,64.375,27.981519507186857,13.625,7.3559322033898304,0.7345076761177796,38,244,11.93153669857161,10.580619971803705,13.677910560679784,0.22294713123902055,0.5150898145252929,0.8473712505877544,0.06383920461976537,1.0,8
80,US-Wkg,Walnut Gulch Kendall Grasslands,Grassland,BSk - Arid Steppe cold,31.7365,-109.9419,1531.0,60,0.8004437531110005,2.044517138599106,17.287727476356395,3.678236789132659,1.9911289891050405,0.1483325037332006,0.2816691505216095,61.90909090909091,27.603285216525634,13.727272727272727,7.2921013412816675,0.6988440994683134,44,307,9.085346670843006,8.372455527061707,9.930938254871576,0.5680594109980448,0.7348448532687327,0.631333191849247,0.042573599912061146,0.9361702127659575,11
81,ZM-Mon,Mongu,Deciduous broadleaf forest,Aw - Equatorial savannah with dry winter,-15.4391,23.2525,1053.0,216,1.5938494388174105,2.627372247823861,22.336373939228032,2.817909870182693,1.910838822032685,0.4092526690391459,0.6374807987711214,108.36363636363636,52.83739392280317,79.5,51.0184331797235,0.7661548855237202,9,83,45.30915382398655,37.44074444740636,57.364710814657755,0.820239616482473,0.8172632259512403,0.6578610292715885,0.1050781640791501,0.6,2
