,SITE_ID,SITE_NAME,Biome,koeppen_climate,LOCATION_LAT,LOCATION_LONG,LOCATION_ELEV,GrowSeas_length_days,MeanPrec_Annual_mmday,MeanPrec_GrowSeas_mmday,MeanAnnualTemp_degC,AridityIndex_annual,AridityIndex_GrowSeas,RainFreq_annual_perday,RainFreq_GrowSeas_perday,Dmax_annual_days,Dmean_annual_days,Dmax_GrowSeas_days,Dmean_GrowSeas_days,GPP_model_R2,N_drydowns_used,Total_drydown_days_used,Tau_days,Tau_95ci_low_days,Tau_95ci_high_days,ET_norm_predict_R2,g_norm_predict_R2,soil_mois_model_cor,a_slope_relative_standard_error,N_years_of_data
30,IT-SRo,San Rossore,Evergreen needleleaf forest,"Csa - Warm temperate with dry, hot summer",43.72786,10.28444,6.0,163,2.4033116933906924,1.4307710989678204,15.213628079780994,1.5348320160251143,4.375861868593333,0.4084865076261244,0.2537947783849423,23.5,7.177942901838091,23.363636363636363,10.388516071428237,0.3903203024297196,54,489,17.54601686427535,15.236217795330237,20.681283814437972,0.5748542841623627,0.6689779339562473,0.5785092703001262,0.07579962100742109,10
31,IT-Tor,Torgnon,Grassland,Dfc - Snow fully humid cool summer,45.84444,7.57806,2160.0,91,2.102049667579194,2.352268656716418,2.941263590144701,0.8938586542710627,2.0197527321299478,0.6229956980836918,0.43781094527363185,15.428571428571429,3.5803676183026987,8.8,4.321162804586717,0.48927978996672694,13,56,17.285345703192274,12.679650294539197,27.14557386490022,0.8261289906561924,0.9326145327905557,0.885501663637225,0.18161760386391063,5
32,NL-Loo,Loobos,Evergreen needleleaf forest,Cfb - Warm temperate fully humid with warm summer,52.16658,5.74356,25.0,132,2.268678386167147,2.262577426390403,9.989276224783863,1.1941392344535489,2.1904914032975147,0.5697406340057637,0.5016357688113413,18.42105263157895,4.338904899135446,13.0,4.5689812317957585,0.032018133584901465,48,254,17.559547300362134,14.075669829883443,23.335275256095446,0.27658250908858095,0.7596228593537582,0.12904627162000426,0.12375529948429952,14
33,RU-Ha1,Hakasia steppe,Grassland,Dfc - Snow fully humid cool summer,54.72517,90.00215,446.0,66,1.050206204379562,2.7981229050279333,2.0393083941605834,2.3025365654143353,1.520038315387539,0.48175182481751827,0.547486033519553,30.666666666666668,7.848540145985401,8.0,3.349585406301824,0.6835093952124087,4,17,13.573338685760664,8.343564986182002,36.370463843015095,0.9668755907312553,0.9260632550478891,0.9639852326241172,0.31340162797556115,2
34,SD-Dem,Demokeya,Savanna,BWh - Arid desert hot,13.2829,30.4783,500.0,47,0.7802196056955093,2.0458786610878663,27.361537239868564,3.6863144729803867,2.0320417423353283,0.11391018619934283,0.2928870292887029,167.2,101.08871851040526,11.25,5.894725177304964,0.373025573757257,11,60,9.930198078237488,8.66009985902708,11.636872516254115,0.8565090398007547,0.9249147728185187,0.13565248982822986,0.07333046038069004,3
35,US-AR1,ARM USDA UNL OSU Woodward Switchgrass 1,Grassland,Cfa - Warm temperate fully humid with hot summer,36.4267,-99.42,611.0,142,1.3923613963039014,1.5803119429590018,15.264984257357973,1.8346440661038184,2.6712911129641146,0.21149897330595482,0.20855614973262032,28.25,11.232717316906228,20.5,9.746616800545636,0.5724276372348512,33,230,19.025579611995983,15.969242836927188,23.528716114080463,-0.2114095972489034,0.13229518162117115,0.7156045091367711,0.09569447989109857,4
36,US-AR2,ARM USDA UNL OSU Woodward Switchgrass 2,Grassland,Cfa - Warm temperate fully humid with hot summer,36.6358,-99.5975,646.0,98,1.1277556468172485,1.4073411764705883,15.143876796714578,2.2229672298767853,2.8836897327968303,0.25667351129363447,0.24705882352941178,25.5,8.742642026009582,18.5,8.871983380604071,0.54339932374219,15,127,30.506360180778625,22.610222848763794,46.877232105720324,0.5151826580867416,0.7656795307490278,0.006267092804576796,0.17461431903681016,4
37,US-ARb,ARM Southern Great Plains burn site- Lamont,Grassland,Cfa - Warm temperate fully humid with hot summer,35.5497,-98.0402,424.0,170,1.9469356164383564,2.466964285714286,16.056134246575343,1.7222379997004145,1.8228155022684098,0.2684931506849315,0.2708333333333333,24.5,9.832876712328767,22.0,9.400850611376928,0.601145884603827,14,98,28.329677234219183,24.538735581486517,33.505945795805204,0.9514331291956137,0.9459375000491314,0.6984390171737008,0.07724402995712579,2
38,US-ARc,ARM Southern Great Plains control site- Lamont,Grassland,Cfa - Warm temperate fully humid with hot summer,35.54649,-98.04,424.0,177,2.089816438356164,2.731741573033708,15.667627397260274,1.7064564754072102,1.7400192139112007,0.27808219178082194,0.27808988764044945,20.5,8.70958904109589,20.5,8.404494382022472,0.6169149158852414,14,105,21.58017505503176,18.607861349764445,25.68256094752166,0.9633316574805573,0.9392044388684399,0.602277424165246,0.07986714994802299,2
39,US-Blo,Blodgett Forest,Evergreen needleleaf forest,"Csb - Warm temperate with dry, warm summer",38.8953,-120.6328,1315.0,201,3.764741349265621,1.5633317033414833,11.111930296240974,1.1016923897609794,3.2249526194782185,0.27383619616629323,0.10187449062754686,84.9090909090909,30.73412994772218,96.0,65.76785636373249,0.473651910199851,21,747,140.98584411937867,126.7765726082176,158.7823633465316,0.6400357989067524,0.8052205149228852,0.4451732617402915,0.05604060442252413,7
40,US-Cop,Corral Pocket,Grassland,BSk - Arid Steppe cold,38.09,-109.39,1520.0,168,0.5558943661971831,0.4790436005625879,13.616127934272303,5.102256450772586,8.782935089996968,0.2777777777777778,0.15611814345991562,30.857142857142858,11.748826291079812,36.6,18.96035401602247,0.44909093968436,35,399,26.606923493222137,23.995469633171847,29.856208089606195,-0.24274138850391536,0.582139735859698,0.6853044918426313,0.054415560519810745,5
41,US-GLE,GLEES,Evergreen needleleaf forest,Dfb - Snow fully humid warm summer,41.36653,-106.2399,3197.0,71,3.883766799402688,1.6331169451073988,0.013968889995022472,0.8411522399549699,3.1214298749261222,0.566948730711797,0.36992840095465396,13.090909090909092,3.6147336983573917,9.333333333333334,4.713062103796408,0.11500382935150788,22,107,14.00164925883827,9.816949957043002,24.404718203017847,0.8497451091564254,0.7773023532857916,0.04533964550462263,0.21313642832583804,6
42,US-Goo,Goodwin Creek,Grassland,Cfa - Warm temperate fully humid with hot summer,34.2547,-89.8735,87.0,154,3.910372946330778,3.3922388059701496,16.15129518072289,0.8180633755424728,1.4662906141899206,0.4069003285870756,0.3940298507462687,17.4,5.682365826944141,11.2,5.25765387511292,0.574489086677577,31,175,26.859394813280353,21.05746585053543,37.074459798223145,0.7831414094646317,0.8834309822705229,0.30838237473651336,0.13776417836615876,5
43,US-IB2,Fermi National Accelerator Laboratory- Batavia (Prairie site),Grassland,Dfa - Snow with fully humid hot summer,41.84062,-88.24103,226.5,103,2.66012559890486,3.4413897280966763,9.394090349075976,1.1306962993827432,1.5497327935171716,0.3932238193018481,0.3716012084592145,19.25,5.806981519507187,11.285714285714286,5.817517237470895,0.29780315904392896,36,209,35.22307678482205,30.149178770207683,42.35034690829823,0.8026357514904597,0.8909373398091411,0.3928295602099231,0.08414653767664476,7
44,US-KS2,Kennedy Space Center (scrub oak),Shrubland,Cfa - Warm temperate fully humid with hot summer,28.6086,-80.6715,3.0,252,3.1386947296372347,3.731655589123867,21.794021218343598,1.4425908064662012,1.4390439374616206,0.3942505133470226,0.3997985901309164,16.5,5.785763175906913,16.5,5.648045335844379,0.3663417485820304,35,220,41.3512153471287,30.391776623256554,64.67244993562642,0.5738415203357032,0.7699034417448025,0.0758686964319388,0.18030269930790604,4
45,US-Me2,Metolius mature ponderosa pine,Evergreen needleleaf forest,"Csb - Warm temperate with dry, warm summer",44.4523,-121.5574,1253.0,202,1.330781592249368,0.9666956862745099,7.46426748104465,2.567040878747885,4.961427880993355,0.30518112889637744,0.21254901960784314,38.15384615384615,11.926705981465881,38.92307692307692,17.056083719948052,0.6475597107262099,65,918,35.24294434814398,30.99179074607931,40.84577157346729,0.40721683748355175,0.7308974505034584,0.5399423734288572,0.06858515593524506,13
46,US-Me3,Metolius-second young aged pine,Evergreen needleleaf forest,"Csb - Warm temperate with dry, warm summer",44.3154,-121.6078,1005.0,224,1.025975821167883,0.6291782608695653,8.122768704379562,3.222323670800753,6.604918621436364,0.3895985401459854,0.24434782608695652,34.666666666666664,10.297445255474452,35.666666666666664,15.750174444319304,0.6554511573778408,40,499,30.903281710463958,27.32655208836666,35.55732420997392,0.4329292613282839,0.6118482674065939,0.7400471772371114,0.0654442172311224,6
47,US-Me5,Metolius-first young aged pine,Evergreen needleleaf forest,"Csb - Warm temperate with dry, warm summer",44.43719,-121.56676,1188.0,215,1.1015510948905107,0.444212962962963,7.675649635036495,2.907606639391267,10.29367863075231,0.3886861313868613,0.22453703703703703,33.666666666666664,9.27007299270073,26.5,11.74537037037037,0.7805528564754668,18,200,40.479863624415195,32.877421674658336,52.655771050979524,0.6517011574659612,0.8095782149766102,0.6037285541134381,0.11561797675297578,2
48,US-Me6,Metolius Young Pine Burn,Evergreen needleleaf forest,"Csb - Warm temperate with dry, warm summer",44.3232842,-121.6078,998.0,198,1.1176418400876234,0.6803930571108623,7.684846111719606,3.2613511698098594,7.173231081853288,0.384446878422782,0.2810750279955207,31.6,8.75684556407448,30.2,12.548994847714534,0.7293086858360551,28,326,24.46506381062507,20.83031356780406,29.63642080229192,0.1901670140324443,0.5824796173113058,0.693694895042027,0.08724665212046998,5
49,US-NR1,Niwot Ridge Forest (LTER NWT1),Evergreen needleleaf forest,Dfc - Snow fully humid cool summer,40.0329,-105.5464,3050.0,101,1.9749904976646804,2.230285014005602,2.2811559027218555,1.7718741112281347,2.3917892708665245,0.45498469962957,0.44047619047619047,15.176470588235293,4.844419391206314,10.785714285714286,4.606442577030812,0.5215250135302227,49,268,17.343278580477616,14.682520454265214,21.18183969647048,0.5669617929516748,0.8452061760687439,0.7260704161239164,0.09060971971741624,14
50,US-Oho,Oak Openings,Deciduous broadleaf forest,Dfa - Snow with fully humid hot summer,41.5545,-83.8438,230.0,109,2.284186422118807,2.8299606003752347,10.5145116342732,1.3888012731859773,1.8851245789956799,0.37120175198467015,0.3320825515947467,17.8,5.766493293183685,12.3,5.968742773648434,0.47977857230066245,48,271,15.009886927994026,12.011555527248841,20.00306302859733,0.8885823156838596,0.8118650058376273,0.3556502635565465,0.12481028764106833,10
51,US-SRC,Santa Rita Creosote,Mixed forest,BSk - Arid Steppe cold,31.9083,-110.8395,950.0,77,0.8693543214704732,1.4179813519813522,19.688449745795854,3.9650816429175206,2.9516516149548435,0.16542823621431366,0.2634032634032634,69.57142857142857,28.712944857254595,18.5,9.116517400727925,0.651495430741018,19,133,8.649234186153688,7.771422933362091,9.750600994793995,0.5888606389546001,0.7694750760368343,0.8137923269135728,0.05647686789913495,5
52,US-SRG,Santa Rita Grassland,Grassland,BSk - Arid Steppe cold,31.789379,-110.827675,1291.0,58,1.0611912397340633,2.5638271604938274,18.765383261634728,2.883393955738886,1.7424690943934338,0.17285881892843175,0.3802469135802469,63.0,26.122409073132577,10.571428571428571,5.2992843201041,0.8045980271797044,24,136,13.257770273376993,11.961355319217606,14.869365936633372,0.6880245505462317,0.730856159612026,0.8245329117419554,0.05419180851840902,7
53,US-SRM,Santa Rita Mesquite,Savanna,BSk - Arid Steppe cold,31.8214,-110.8661,1120.0,65,0.9121612742658038,1.8951850828729282,19.01263987058238,3.878232868842788,2.3950550161909483,0.1607765057242409,0.3052486187845304,67.36363636363636,28.244897959183675,15.909090909090908,7.987947658402205,0.7881966789219097,40,320,15.967634121918836,14.648117116631404,17.548412641948662,0.291169854354989,0.5891373347440043,0.8103448202175357,0.04504049888395746,11
54,US-Syv,Sylvania Wilderness Area,Mixed forest,Dfb - Snow fully humid warm summer,46.242,-89.3477,540.0,92,1.8220752982593391,2.3280838323353295,4.409666145120282,1.4594172810769197,1.9252162247275835,0.5429297868179151,0.3787425149700599,22.357142857142858,7.5824369254840605,11.0,5.386625091831965,0.269026380275472,14,72,6.765406422638535,4.937765950018807,10.741043637789083,0.8036896758030795,0.8340032590279483,0.7344563652594641,0.18506754786673998,6
55,US-Ton,Tonzi Ranch,Savanna,"Csa - Warm temperate with dry, hot summer",38.4316,-120.96598,177.0,68,1.494191081556816,2.007302904564315,16.401176804224527,2.477102511542801,2.2191996741901288,0.19362409544298845,0.23651452282157676,103.64285714285714,42.927635439076866,17.46153846153846,10.750877718431257,0.516592125012133,15,138,22.512763845438755,16.452751092282,35.63997166693851,0.6680183774689631,0.7766750822632573,0.4267815471952651,0.18416411696641768,9
56,US-UMB,Univ. of Mich. Biological Station,Deciduous broadleaf forest,Dfb - Snow fully humid warm summer,45.5598,-84.7138,234.0,105,1.6784020806716555,2.0991652719665272,7.160635699945246,1.6460411743983054,2.315616897786829,0.3522540609600292,0.3577405857740586,26.6,7.346778609235262,11.357142857142858,5.087536618094133,0.32701122740689537,45,268,13.894185105564647,11.383808001430312,17.824980822950888,0.8248423045883111,0.8434079113021631,0.6394086100473125,0.11026086806009548,13
57,US-Var,Vaira Ranch- Ione,Grassland,"Csa - Warm temperate with dry, hot summer",38.4133,-120.9507,129.0,69,1.5668278883007847,2.0235591836734694,15.830477276875342,2.365907514271758,2.502964809526624,0.2100748311735718,0.2357142857142857,90.2,35.94433290746487,18.5,11.16326530612245,0.6812862141805653,38,390,37.77256682800787,33.44620653524703,43.38446916840966,0.7673297587409448,0.842995444162645,0.6743651329246911,0.06467639742942952,14
58,US-WCr,Willow Creek,Deciduous broadleaf forest,Dfb - Snow fully humid warm summer,45.8059,-90.0799,520.0,91,1.8977385352498288,2.7921876046901173,5.52845431211499,1.4266664760228656,1.6788882383475396,0.4156399726214921,0.3852596314907873,22.75,6.298425735797399,12.9,5.5804347826086955,0.16471575421529505,12,50,7.039991593584019,4.411037090057239,17.42549097763686,0.7320226972459236,0.771610176710825,0.20156599350432663,0.297997324648733,6
59,US-Whs,Walnut Gulch Lucky Hills Shrub,Shrubland,BSk - Arid Steppe cold,31.7438,-110.0522,1370.0,58,0.7879229979466118,2.0110127118644066,17.557379534565367,4.172945473215561,2.183063355754775,0.14681724845995894,0.2754237288135593,64.375,27.981519507186857,13.625,7.3559322033898304,0.7175828514891059,38,244,12.97591481211344,11.515525182212107,14.860513118273387,0.22232053437212906,0.509336114732286,0.8468906648564987,0.06340959733895495,8
60,US-Wkg,Walnut Gulch Kendall Grasslands,Grassland,BSk - Arid Steppe cold,31.7365,-109.9419,1531.0,60,0.8004437531110005,2.044517138599106,17.287727476356395,3.678236789132659,1.9911289891050405,0.1483325037332006,0.2816691505216095,61.90909090909091,27.603285216525634,13.727272727272727,7.2921013412816675,0.6762753623796074,44,307,9.564511860192633,8.829486395558723,10.433026741421592,0.5792664683227513,0.7369276800308984,0.6253887519690583,0.041623342044200366,11
61,ZM-Mon,Mongu,Deciduous broadleaf forest,Aw - Equatorial savannah with dry winter,-15.4391,23.2525,1053.0,216,1.5938494388174105,2.76705069124424,22.336373939228032,2.817909870182693,1.8143812496675256,0.4092526690391459,0.3271889400921659,108.36363636363636,52.83739392280317,79.5,51.0184331797235,0.7570293643225128,10,89,48.86853983861846,40.682144442700654,61.179602093688985,0.8149363454625298,0.8630921119273247,0.6062468395400735,0.10061410857345605,2
